,model,year,target,category,values
24,lgbmr,2010,wdi-EG.ELC.ACCS.ZS,Economic Policy & Debt,36.4740884155035
25,lgbmr,2010,wdi-EG.ELC.ACCS.ZS,Environment,293.1664497181773
26,lgbmr,2010,wdi-EG.ELC.ACCS.ZS,Health,149.29178740130735
27,lgbmr,2010,wdi-EG.ELC.ACCS.ZS,Social Protection & Labor,7385.630037654191
28,lgbmr,2010,wdi2-SM.POP.TOTL,Economic Policy & Debt,36099734851584.0
29,lgbmr,2010,wdi2-SM.POP.TOTL,Environment,2626462722317008.0
30,lgbmr,2010,wdi2-SM.POP.TOTL,Health,411813972021504.0
31,lgbmr,2010,wdi2-SM.POP.TOTL,Social Protection & Labor,167268780281648.0
32,lgbmr,2010,wdi2-SM.POP.TOTL.ZS,Economic Policy & Debt,230.99731101235372
33,lgbmr,2010,wdi2-SM.POP.TOTL.ZS,Environment,1819.3499520824223
34,lgbmr,2010,wdi2-SM.POP.TOTL.ZS,Health,636.9712848758209
35,lgbmr,2010,wdi2-SM.POP.TOTL.ZS,Social Protection & Labor,213.0311797024624
36,lgbmr,2010,wdi2-SP.RUR.TOTL,Economic Policy & Debt,2.996173132348211e+16
37,lgbmr,2010,wdi2-SP.RUR.TOTL,Environment,3.380789829475748e+17
38,lgbmr,2010,wdi2-SP.RUR.TOTL,Health,8.272737258635387e+17
39,lgbmr,2010,wdi2-SP.RUR.TOTL,Social Protection & Labor,2.1976612528416973e+17
40,lgbmr,2010,wdi2-SP.RUR.TOTL.ZS,Economic Policy & Debt,1.7979951102245195
41,lgbmr,2010,wdi2-SP.RUR.TOTL.ZS,Environment,6272.81426807891
42,lgbmr,2010,wdi2-SP.RUR.TOTL.ZS,Health,1.9436650616235056
43,lgbmr,2010,wdi2-SP.RUR.TOTL.ZS,Social Protection & Labor,2.1577577277234923
44,lgbmr,2010,wdi2-SP.URB.GROW,Economic Policy & Debt,0.3618881020811386
45,lgbmr,2010,wdi2-SP.URB.GROW,Environment,3.525900468492182
46,lgbmr,2010,wdi2-SP.URB.GROW,Health,28.666741346591152
47,lgbmr,2010,wdi2-SP.URB.GROW,Social Protection & Labor,2.6643544920370914
48,lgbmr,2010,wdi2-SP.URB.TOTL,Economic Policy & Debt,4.31321278026583e+16
49,lgbmr,2010,wdi2-SP.URB.TOTL,Environment,2.916509844796409e+17
50,lgbmr,2010,wdi2-SP.URB.TOTL,Health,6.512056384104323e+17
51,lgbmr,2010,wdi2-SP.URB.TOTL,Social Protection & Labor,2.051190692649111e+17
52,lgbmr,2010,wdi2-SP.URB.TOTL.IN.ZS,Economic Policy & Debt,1.802487111883238
53,lgbmr,2010,wdi2-SP.URB.TOTL.IN.ZS,Environment,6271.1676254005
54,lgbmr,2010,wdi2-SP.URB.TOTL.IN.ZS,Health,1.439693960652221
55,lgbmr,2010,wdi2-SP.URB.TOTL.IN.ZS,Social Protection & Labor,1.1298846709833017
56,lgbmr,2010,wdi2-SH.H2O.BASW.ZS,Economic Policy & Debt,44.812672263011336
57,lgbmr,2010,wdi2-SH.H2O.BASW.ZS,Environment,711.3480717530474
58,lgbmr,2010,wdi2-SH.H2O.BASW.ZS,Health,1016.4911239324138
59,lgbmr,2010,wdi2-SH.H2O.BASW.ZS,Social Protection & Labor,850.309120209422
60,lgbmr,2010,wdi-EG.ELC.ACCS.UR.ZS,Economic Policy & Debt,8.866522719513512
61,lgbmr,2010,wdi-EG.ELC.ACCS.UR.ZS,Environment,2959.2938418895137
62,lgbmr,2010,wdi-EG.ELC.ACCS.UR.ZS,Health,100.68021873572924
63,lgbmr,2010,wdi-EG.ELC.ACCS.UR.ZS,Social Protection & Labor,20.71770828155786
64,lgbmr,2010,wdi-ER.FSH.CAPT.MT,Economic Policy & Debt,24458414499216.0
65,lgbmr,2010,wdi-ER.FSH.CAPT.MT,Environment,461869349264568.0
66,lgbmr,2010,wdi-ER.FSH.CAPT.MT,Health,248388480132292.0
67,lgbmr,2010,wdi-ER.FSH.CAPT.MT,Social Protection & Labor,27138775285696.0
68,lgbmr,2010,wdi-ER.FSH.PROD.MT,Economic Policy & Debt,167383417762264.0
69,lgbmr,2010,wdi-ER.FSH.PROD.MT,Environment,1670703921970597.0
70,lgbmr,2010,wdi-ER.FSH.PROD.MT,Health,1499531804233724.0
71,lgbmr,2010,wdi-ER.FSH.PROD.MT,Social Protection & Labor,167120636899964.0
72,lgbmr,2010,wdi-IT.MLT.MAIN,Economic Policy & Debt,4.082596324864358e+16
73,lgbmr,2010,wdi-IT.MLT.MAIN,Environment,2.671319839992832e+16
74,lgbmr,2010,wdi-IT.MLT.MAIN,Health,1.844089348192947e+16
75,lgbmr,2010,wdi-IT.MLT.MAIN,Infrastructure,1736381113482240.0
76,lgbmr,2010,wdi-IT.MLT.MAIN,Social Protection & Labor,2.5841849812422656e+16
77,lgbmr,2010,wdi-IT.MLT.MAIN.P2,Economic Policy & Debt,178.9325860359295
78,lgbmr,2010,wdi-IT.MLT.MAIN.P2,Environment,726.4502671544119
79,lgbmr,2010,wdi-IT.MLT.MAIN.P2,Health,1743.8972006768918
80,lgbmr,2010,wdi-IT.MLT.MAIN.P2,Infrastructure,873.1919467646662
81,lgbmr,2010,wdi-IT.MLT.MAIN.P2,Social Protection & Labor,471.6700388788213
82,lgbmr,2010,wdi2-SH.STA.BASS.ZS,Economic Policy & Debt,72.2840586900711
83,lgbmr,2010,wdi2-SH.STA.BASS.ZS,Environment,241.47561449557543
84,lgbmr,2010,wdi2-SH.STA.BASS.ZS,Health,6896.453957363032
85,lgbmr,2010,wdi2-SH.STA.BASS.ZS,Social Protection & Labor,321.02221052348614
86,lgbmr,2010,wdi-EG.FEC.RNEW.ZS,Economic Policy & Debt,233.50295551493764
87,lgbmr,2010,wdi-EG.FEC.RNEW.ZS,Environment,1745.160230152309
88,lgbmr,2010,wdi-EG.FEC.RNEW.ZS,Health,788.9098384352401
89,lgbmr,2010,wdi-EG.FEC.RNEW.ZS,Social Protection & Labor,4728.118515133858
90,lgbmr,2010,wdi-IT.NET.SECR.P6,Economic Policy & Debt,155318.54941636324
91,lgbmr,2010,wdi-IT.NET.SECR.P6,Environment,600122.2604548559
92,lgbmr,2010,wdi-IT.NET.SECR.P6,Health,859971.5122623444
93,lgbmr,2010,wdi-IT.NET.SECR.P6,Social Protection & Labor,1489049.2337819934
94,lgbmr,2010,wdi-AG.LND.FRST.K2,Economic Policy & Debt,4862217153368.0
95,lgbmr,2010,wdi-AG.LND.FRST.K2,Environment,149698995207794.3
96,lgbmr,2010,wdi-AG.LND.FRST.K2,Health,6871433605388.0
97,lgbmr,2010,wdi-AG.LND.FRST.ZS,Economic Policy & Debt,74.41325960331596
98,lgbmr,2010,wdi-AG.LND.FRST.ZS,Environment,4549.448730114411
99,lgbmr,2010,wdi-AG.LND.FRST.ZS,Health,2478.048394697078
100,lgbmr,2010,wdi2-SH.STA.ODFC.ZS,Economic Policy & Debt,8.81165846483782
101,lgbmr,2010,wdi2-SH.STA.ODFC.ZS,Environment,322.65953077001177
102,lgbmr,2010,wdi2-SH.STA.ODFC.ZS,Health,1800.2692372856873
103,lgbmr,2010,wdi2-SH.STA.ODFC.ZS,Social Protection & Labor,53.879794320593646
104,lgbmr,2010,wdi-AG.LND.AGRI.K2,Economic Policy & Debt,11855049540576.0
105,lgbmr,2010,wdi-AG.LND.AGRI.K2,Environment,137593092830978.0
106,lgbmr,2010,wdi-AG.LND.AGRI.K2,Health,1027381789812.0
107,lgbmr,2010,wdi-AG.LND.AGRI.K2,Social Protection & Labor,28504911213292.0
108,lgbmr,2010,wdi-AG.LND.AGRI.ZS,Economic Policy & Debt,333.7444140740572
109,lgbmr,2010,wdi-AG.LND.AGRI.ZS,Environment,3921.327116697528
110,lgbmr,2010,wdi-AG.LND.AGRI.ZS,Health,273.3368922411846
111,lgbmr,2010,wdi-AG.LND.AGRI.ZS,Social Protection & Labor,194.06434967652967
112,lgbmr,2010,wdi-IT.CEL.SETS,Economic Policy & Debt,2.147133568146309e+17
113,lgbmr,2010,wdi-IT.CEL.SETS,Environment,9.942687049703896e+17
114,lgbmr,2010,wdi-IT.CEL.SETS,Health,1.9426347466072166e+17
115,lgbmr,2010,wdi-IT.CEL.SETS,Infrastructure,1.4229780407606103e+18
116,lgbmr,2010,wdi-IT.CEL.SETS.P2,Economic Policy & Debt,1495.3793845765758
117,lgbmr,2010,wdi-IT.CEL.SETS.P2,Environment,3235.2705616423627
118,lgbmr,2010,wdi-IT.CEL.SETS.P2,Health,3052.117497215513
119,lgbmr,2010,wdi-IT.CEL.SETS.P2,Infrastructure,13204.532788497048
120,lgbmr,2010,wdi2-SE.PRM.DURS,Economic Policy & Debt,0.2069662227586377
121,lgbmr,2010,wdi2-SE.PRM.DURS,Environment,2.7693062828329857
122,lgbmr,2010,wdi2-SE.PRM.DURS,Health,0.795800959400367
123,lgbmr,2010,wdi2-SE.PRM.DURS,Social Protection & Labor,0.7016171843424672
124,lgbmr,2010,wdi2-SP.DYN.CBRT.IN,Economic Policy & Debt,13.169004342518749
125,lgbmr,2010,wdi2-SP.DYN.CBRT.IN,Environment,156.73977993859444
126,lgbmr,2010,wdi2-SP.DYN.CBRT.IN,Health,741.0326423030347
127,lgbmr,2010,wdi2-SP.DYN.CBRT.IN,Social Protection & Labor,51.21408797102049
128,lgbmr,2010,wdi-AG.LND.ARBL.HA.PC,Economic Policy & Debt,0.0103402842625612
129,lgbmr,2010,wdi-AG.LND.ARBL.HA.PC,Environment,0.3462590318743963
130,lgbmr,2010,wdi-AG.LND.ARBL.ZS,Economic Policy & Debt,32.33582160319202
131,lgbmr,2010,wdi-AG.LND.ARBL.ZS,Environment,1502.3020867092928
132,lgbmr,2010,wdi2-NY.GDP.FRST.RT.ZS,Economic Policy & Debt,85.35778433345513
133,lgbmr,2010,wdi2-NY.GDP.FRST.RT.ZS,Environment,18.53824646189969
134,lgbmr,2010,wdi2-NY.GDP.FRST.RT.ZS,Health,11.047524069852445
135,lgbmr,2010,wdi2-NY.GDP.MINR.RT.ZS,Economic Policy & Debt,33.06647762419016
136,lgbmr,2010,wdi2-NY.GDP.MINR.RT.ZS,Environment,18.534259068366737
137,lgbmr,2010,wdi2-NY.GDP.MINR.RT.ZS,Health,29.00050590142746
138,lgbmr,2010,wdi2-NY.GDP.MKTP.CD,Economic Policy & Debt,1.7712912595796066e+26
139,lgbmr,2010,wdi2-NY.GDP.MKTP.CD,Environment,4.3367196408673765e+25
140,lgbmr,2010,wdi2-NY.GDP.MKTP.CD,Health,1.171561610986194e+26
141,lgbmr,2010,wdi2-NY.GDP.MKTP.KD,Economic Policy & Debt,1.7712912595796066e+26
142,lgbmr,2010,wdi2-NY.GDP.MKTP.KD,Environment,4.3367196408673765e+25
143,lgbmr,2010,wdi2-NY.GDP.MKTP.KD,Health,1.171561610986194e+26
144,lgbmr,2010,wdi2-NY.GDP.PCAP.CD,Economic Policy & Debt,4113823316.932495
145,lgbmr,2010,wdi2-NY.GDP.PCAP.CD,Environment,33217714.63208008
146,lgbmr,2010,wdi2-NY.GDP.PCAP.CD,Health,412995319.86865234
147,lgbmr,2010,wdi2-NY.GDP.PCAP.KD,Economic Policy & Debt,4113823316.932495
148,lgbmr,2010,wdi2-NY.GDP.PCAP.KD,Environment,33217714.63208008
149,lgbmr,2010,wdi2-NY.GDP.PCAP.KD,Health,412995319.86865234
150,lgbmr,2010,wdi2-SP.DYN.CDRT.IN,Economic Policy & Debt,3.0011706550139934
151,lgbmr,2010,wdi2-SP.DYN.CDRT.IN,Environment,44.893243588274345
152,lgbmr,2010,wdi2-SP.DYN.CDRT.IN,Health,9.80020968784811
153,lgbmr,2010,wdi2-SP.DYN.CDRT.IN,Social Protection & Labor,8.881420292891562
154,lgbmr,2010,wdi2-NY.GDP.TOTL.RT.ZS,Economic Policy & Debt,255.67570028826597
155,lgbmr,2010,wdi2-NY.GDP.TOTL.RT.ZS,Environment,196.11093294620517
156,lgbmr,2010,wdi2-NY.GDP.TOTL.RT.ZS,Health,358.41509226989
157,lgbmr,2010,wdi2-SH.STA.DIAB.ZS,Economic Policy & Debt,7.310753845376894
158,lgbmr,2010,wdi2-SH.STA.DIAB.ZS,Environment,53.55990183004178
159,lgbmr,2010,wdi2-SH.STA.DIAB.ZS,Health,67.72321062133415
160,lgbmr,2010,wdi2-SH.STA.DIAB.ZS,Social Protection & Labor,25.142619442078285
161,lgbmr,2010,wdi2-SP.RUR.TOTL.ZG,Economic Policy & Debt,1.4722215417423286
162,lgbmr,2010,wdi2-SP.RUR.TOTL.ZG,Environment,10.392485212854808
163,lgbmr,2010,wdi2-SP.RUR.TOTL.ZG,Health,13.924234236270422
164,lgbmr,2010,wdi2-SP.RUR.TOTL.ZG,Social Protection & Labor,2.021289526397595
165,lgbmr,2010,wdi-EG.ELC.ACCS.RU.ZS,Economic Policy & Debt,18.25108531024307
166,lgbmr,2010,wdi-EG.ELC.ACCS.RU.ZS,Environment,10841.313163515704
167,lgbmr,2010,wdi-EG.ELC.ACCS.RU.ZS,Health,12.716494551626964
168,lgbmr,2010,wdi-EG.ELC.ACCS.RU.ZS,Social Protection & Labor,9.899579531047491
169,lgbmr,2010,wdi-EN.ATM.CO2E.LF.KT,Economic Policy & Debt,248278152800.0
170,lgbmr,2010,wdi-EN.ATM.CO2E.LF.KT,Environment,3222097654801.0
171,lgbmr,2010,wdi-EN.ATM.CO2E.LF.KT,Health,2866372265760.0
172,lgbmr,2010,wdi2-NY.GDP.DEFL.KD.ZG,Economic Policy & Debt,167.47998315747827
173,lgbmr,2010,wdi2-NY.GDP.DEFL.KD.ZG,Environment,112.104232378304
174,lgbmr,2010,wdi2-NY.GDP.DEFL.KD.ZG,Health,58.702112881466746
175,lgbmr,2010,wdi2-NY.GDP.DEFL.KD.ZG,Social Protection & Labor,83.741610346362
176,lgbmr,2010,wdi2-NY.GDP.MKTP.KD.ZG,Economic Policy & Debt,13.45968889084179
177,lgbmr,2010,wdi2-NY.GDP.MKTP.KD.ZG,Environment,1.6983853858691873
178,lgbmr,2010,wdi2-NY.GDP.MKTP.KD.ZG,Financial Sector,174.73976850241888
179,lgbmr,2010,wdi2-NY.GDP.MKTP.KD.ZG,Health,5.270521367245237
180,lgbmr,2010,wdi2-NY.GDP.MKTP.KD.ZG,Social Protection & Labor,1.6393545414030086
181,lgbmr,2010,wdi2-NY.GDP.PCAP.KD.ZG,Economic Policy & Debt,11.999062262941152
182,lgbmr,2010,wdi2-NY.GDP.PCAP.KD.ZG,Environment,2.172806045418838
183,lgbmr,2010,wdi2-NY.GDP.PCAP.KD.ZG,Financial Sector,151.6208762069873
184,lgbmr,2010,wdi2-NY.GDP.PCAP.KD.ZG,Health,1.7316556624718942
185,lgbmr,2010,wdi2-NY.GDP.PCAP.KD.ZG,Social Protection & Labor,3.8801356697658775
186,lgbmr,2010,wdi2-SE.SEC.DURS,Economic Policy & Debt,0.3480235559400171
187,lgbmr,2010,wdi2-SE.SEC.DURS,Education,3.4693281265208498
188,lgbmr,2010,wdi2-SE.SEC.DURS,Environment,1.7860274194681551
189,lgbmr,2010,wdi2-SE.SEC.DURS,Health,0.714380705030635
190,lgbmr,2010,wdi2-SE.SEC.DURS,Social Protection & Labor,1.0962927774817215
191,lgbmr,2010,wdi2-TX.VAL.MRCH.RS.ZS,Economic Policy & Debt,52.77597491070628
192,lgbmr,2010,wdi2-TX.VAL.MRCH.RS.ZS,Environment,578.8568252883852
193,lgbmr,2010,wdi2-TX.VAL.MRCH.RS.ZS,Health,340.6579919978976
194,lgbmr,2010,wdi2-TX.VAL.MRCH.RS.ZS,Private Sector & Trade,28.24915350973606
195,lgbmr,2010,wdi2-TX.VAL.MRCH.RS.ZS,Social Protection & Labor,291.48206552118063
196,lgbmr,2010,wdi2-TX.VAL.MRCH.WL.CD,Economic Policy & Debt,4.520276349593076e+23
197,lgbmr,2010,wdi2-TX.VAL.MRCH.WL.CD,Environment,4.413755381013424e+24
198,lgbmr,2010,wdi2-TX.VAL.MRCH.WL.CD,Health,5.388145295059568e+24
199,lgbmr,2010,wdi2-TX.VAL.MRCH.WL.CD,Private Sector & Trade,6.53521629920421e+24
200,lgbmr,2010,wdi2-TX.VAL.MRCH.WL.CD,Social Protection & Labor,4.4727367725560646e+23
201,lgbmr,2010,wdi-EN.ATM.NOXE.ZG,Economic Policy & Debt,10185.516067028046
202,lgbmr,2010,wdi-EN.ATM.NOXE.ZG,Environment,51302.49718892574
203,lgbmr,2010,wdi-EN.ATM.NOXE.ZG,Health,5532.531059026718
204,lgbmr,2010,wdi-EN.ATM.NOXE.ZG,Social Protection & Labor,60872.6982434392
205,lgbmr,2010,wdi-IT.NET.USER.ZS,Economic Policy & Debt,42.47162511944771
206,lgbmr,2010,wdi-IT.NET.USER.ZS,Environment,514.358785495162
207,lgbmr,2010,wdi-IT.NET.USER.ZS,Health,4778.182607896626
208,lgbmr,2010,wdi-IT.NET.USER.ZS,Social Protection & Labor,734.898001588881
209,lgbmr,2010,wdi2-TM.VAL.MRCH.OR.ZS,Economic Policy & Debt,313.14723681658506
210,lgbmr,2010,wdi2-TM.VAL.MRCH.OR.ZS,Environment,636.791320219636
211,lgbmr,2010,wdi2-TM.VAL.MRCH.OR.ZS,Health,850.197721619159
212,lgbmr,2010,wdi2-TM.VAL.MRCH.OR.ZS,Private Sector & Trade,830.3337357267737
213,lgbmr,2010,wdi2-TM.VAL.MRCH.RS.ZS,Economic Policy & Debt,37.53467587847263
214,lgbmr,2010,wdi2-TM.VAL.MRCH.RS.ZS,Environment,59.97204056102783
215,lgbmr,2010,wdi2-TM.VAL.MRCH.RS.ZS,Health,157.27181868441403
216,lgbmr,2010,wdi2-TM.VAL.MRCH.RS.ZS,Private Sector & Trade,93.46272091008724
217,lgbmr,2010,wdi2-TM.VAL.MRCH.WL.CD,Economic Policy & Debt,3.587886661596987e+23
218,lgbmr,2010,wdi2-TM.VAL.MRCH.WL.CD,Environment,5.095499832874006e+24
219,lgbmr,2010,wdi2-TM.VAL.MRCH.WL.CD,Health,2.9384503706895125e+24
220,lgbmr,2010,wdi2-TM.VAL.MRCH.WL.CD,Private Sector & Trade,9.838228822937883e+24
221,lgbmr,2010,wdi2-TX.VAL.MRCH.OR.ZS,Economic Policy & Debt,488.6803534775973
222,lgbmr,2010,wdi2-TX.VAL.MRCH.OR.ZS,Environment,1270.1199264526367
223,lgbmr,2010,wdi2-TX.VAL.MRCH.OR.ZS,Health,790.0434026420116
224,lgbmr,2010,wdi2-TX.VAL.MRCH.OR.ZS,Private Sector & Trade,618.3568650633097
225,lgbmr,2010,wdi-AG.PRD.FOOD.XD,Economic Policy & Debt,106.14171881973743
226,lgbmr,2010,wdi-AG.PRD.FOOD.XD,Environment,6102.105546936393
227,lgbmr,2010,wdi-AG.PRD.FOOD.XD,Health,206.205592662096
228,lgbmr,2010,wdi-AG.PRD.FOOD.XD,Social Protection & Labor,3423.3995458185677
229,lgbmr,2010,wdi-EN.ATM.METH.ZG,Economic Policy & Debt,5372.529645323753
230,lgbmr,2010,wdi-EN.ATM.METH.ZG,Environment,60193.81750963628
231,lgbmr,2010,wdi-EN.ATM.METH.ZG,Health,16736.189988732338
232,lgbmr,2010,wdi-EN.ATM.METH.ZG,Social Protection & Labor,1552.666605591774
233,lgbmr,2010,wdi2-TM.VAL.MRCH.HI.ZS,Economic Policy & Debt,41.33770614117384
234,lgbmr,2010,wdi2-TM.VAL.MRCH.HI.ZS,Environment,486.5822513699532
235,lgbmr,2010,wdi2-TM.VAL.MRCH.HI.ZS,Health,1758.2962104082108
236,lgbmr,2010,wdi2-TM.VAL.MRCH.HI.ZS,Private Sector & Trade,1593.3437037542462
237,lgbmr,2010,wdi2-TM.VAL.MRCH.R2.ZS,Economic Policy & Debt,79.58927217498422
238,lgbmr,2010,wdi2-TM.VAL.MRCH.R2.ZS,Environment,79.61872117500752
239,lgbmr,2010,wdi2-TM.VAL.MRCH.R2.ZS,Health,220.04350280202925
240,lgbmr,2010,wdi2-TM.VAL.MRCH.R2.ZS,Private Sector & Trade,399.0269182808697
241,lgbmr,2010,wdi2-TX.VAL.MRCH.HI.ZS,Economic Policy & Debt,294.1586527824402
242,lgbmr,2010,wdi2-TX.VAL.MRCH.HI.ZS,Environment,1162.5102638602257
243,lgbmr,2010,wdi2-TX.VAL.MRCH.HI.ZS,Health,437.8677144050598
244,lgbmr,2010,wdi2-TX.VAL.MRCH.HI.ZS,Private Sector & Trade,3052.885526306927
245,lgbmr,2010,wdi-AG.PRD.LVSK.XD,Economic Policy & Debt,99.56597144156694
246,lgbmr,2010,wdi-AG.PRD.LVSK.XD,Environment,10648.269361320885
247,lgbmr,2010,wdi-AG.PRD.LVSK.XD,Infrastructure,223.42433957010508
248,lgbmr,2010,wdi2-SP.DYN.TFRT.IN,Economic Policy & Debt,0.1088736789097311
249,lgbmr,2010,wdi2-SP.DYN.TFRT.IN,Environment,17.993076599354026
250,lgbmr,2010,wdi2-SP.DYN.TFRT.IN,Health,0.1220332777788826
251,lgbmr,2010,wdi2-TM.VAL.MRCH.R1.ZS,Economic Policy & Debt,40.7062137585308
252,lgbmr,2010,wdi2-TM.VAL.MRCH.R1.ZS,Environment,182.49367225376773
253,lgbmr,2010,wdi2-TM.VAL.MRCH.R1.ZS,Health,98.75418434903258
254,lgbmr,2010,wdi2-TM.VAL.MRCH.R1.ZS,Private Sector & Trade,680.0322037545848
255,lgbmr,2010,wdi2-TM.VAL.MRCH.R3.ZS,Economic Policy & Debt,80.32301911150171
256,lgbmr,2010,wdi2-TM.VAL.MRCH.R3.ZS,Environment,553.1180971299254
257,lgbmr,2010,wdi2-TM.VAL.MRCH.R3.ZS,Health,185.6939068964493
258,lgbmr,2010,wdi2-TM.VAL.MRCH.R3.ZS,Private Sector & Trade,1104.8043181121177
259,lgbmr,2010,wdi2-TM.VAL.MRCH.R6.ZS,Economic Policy & Debt,87.48466697279218
260,lgbmr,2010,wdi2-TM.VAL.MRCH.R6.ZS,Environment,159.4230061219423
261,lgbmr,2010,wdi2-TM.VAL.MRCH.R6.ZS,Health,239.76987568082404
262,lgbmr,2010,wdi2-TM.VAL.MRCH.R6.ZS,Private Sector & Trade,909.2274065991804
263,lgbmr,2010,wdi-AG.PRD.CROP.XD,Economic Policy & Debt,38.05154795944691
264,lgbmr,2010,wdi-AG.PRD.CROP.XD,Environment,11257.879688405432
265,lgbmr,2010,wdi-AG.PRD.CROP.XD,Health,43.25291009992361
266,lgbmr,2010,wdi-AG.PRD.CROP.XD,Social Protection & Labor,73.51810107752681
267,lgbmr,2010,wdi2-SP.DYN.LE00.FE.IN,Economic Policy & Debt,4.5217572909314185
268,lgbmr,2010,wdi2-SP.DYN.LE00.FE.IN,Environment,3.359249782282859
269,lgbmr,2010,wdi2-SP.DYN.LE00.FE.IN,Health,645.809725247731
270,lgbmr,2010,wdi2-SP.DYN.LE00.IN,Economic Policy & Debt,2.9962371749370504
271,lgbmr,2010,wdi2-SP.DYN.LE00.IN,Environment,1.607238973632775
272,lgbmr,2010,wdi2-SP.DYN.LE00.IN,Health,599.1556673632276
273,lgbmr,2010,wdi2-SP.DYN.LE00.MA.IN,Economic Policy & Debt,7.954923930594646
274,lgbmr,2010,wdi2-SP.DYN.LE00.MA.IN,Environment,2.987236106118246
275,lgbmr,2010,wdi2-SP.DYN.LE00.MA.IN,Health,563.5289459982758
276,lgbmr,2010,wdi2-TX.VAL.MRCH.R1.ZS,Economic Policy & Debt,114.54499217867853
277,lgbmr,2010,wdi2-TX.VAL.MRCH.R1.ZS,Environment,665.8775667138398
278,lgbmr,2010,wdi2-TX.VAL.MRCH.R1.ZS,Health,255.093977548182
279,lgbmr,2010,wdi2-TX.VAL.MRCH.R1.ZS,Social Protection & Labor,968.3657885938884
280,lgbmr,2010,wdi2-TX.VAL.MRCH.R6.ZS,Economic Policy & Debt,208.47950492426756
281,lgbmr,2010,wdi2-TX.VAL.MRCH.R6.ZS,Environment,350.165060355328
282,lgbmr,2010,wdi2-TX.VAL.MRCH.R6.ZS,Health,200.71399190835652
283,lgbmr,2010,wdi2-TX.VAL.MRCH.R6.ZS,Private Sector & Trade,309.2224898058921
284,lgbmr,2010,wdi-IT.NET.BBND,Economic Policy & Debt,372919151379152.0
285,lgbmr,2010,wdi-IT.NET.BBND,Environment,4106068501401472.0
286,lgbmr,2010,wdi-IT.NET.BBND,Health,4262482311310336.0
287,lgbmr,2010,wdi-IT.NET.BBND,Infrastructure,1.2671459565113152e+16
288,lgbmr,2010,wdi-IT.NET.BBND,Social Protection & Labor,2755726904338304.0
289,lgbmr,2010,wdi-IT.NET.BBND.P2,Economic Policy & Debt,94.1294310462098
290,lgbmr,2010,wdi-IT.NET.BBND.P2,Environment,49.184259350580135
291,lgbmr,2010,wdi-IT.NET.BBND.P2,Health,105.40492351070624
292,lgbmr,2010,wdi-IT.NET.BBND.P2,Infrastructure,1153.437946840037
293,lgbmr,2010,wdi-IT.NET.BBND.P2,Social Protection & Labor,54.1901255759542
294,lgbmr,2010,wdi2-SE.PRE.DURS,Economic Policy & Debt,1.524121714173816
295,lgbmr,2010,wdi2-SE.PRE.DURS,Education,0.7661447033751756
296,lgbmr,2010,wdi2-SE.PRE.DURS,Environment,3.967969331773929
297,lgbmr,2010,wdi2-SE.PRE.DURS,Health,4.211767397355288
298,lgbmr,2010,wdi2-SE.PRE.DURS,Social Protection & Labor,3.3914234045660123
299,lgbmr,2010,wdi2-TM.VAL.MRCH.AL.ZS,Economic Policy & Debt,93.03667888231575
300,lgbmr,2010,wdi2-TM.VAL.MRCH.AL.ZS,Environment,84.27870641322806
